surveyID	surveyTargetValue	surveyTargetType	includeOrExclude	surveyTargetID
91-2	Hydrurga leptonyx	taxon	include	231417
91-2	Leptonychotes weddellii	taxon	include	195932
91-2	Lobodon carcinophaga	taxon	include	344008
91-2	Mirounga leonina	taxon	include	231413
92-1	Hydrurga leptonyx	taxon	include	231417
92-1	Leptonychotes weddellii	taxon	include	195932
92-1	Lobodon carcinophaga	taxon	include	344008
92-1	Mirounga leonina	taxon	include	231413
92-2	Hydrurga leptonyx	taxon	include	231417
92-2	Leptonychotes weddellii	taxon	include	195932
92-2	Lobodon carcinophaga	taxon	include	344008
92-2	Mirounga leonina	taxon	include	231413
93-1	Hydrurga leptonyx	taxon	include	231417
93-1	Leptonychotes weddellii	taxon	include	195932
93-1	Lobodon carcinophaga	taxon	include	344008
93-1	Mirounga leonina	taxon	include	231413
93-2	Hydrurga leptonyx	taxon	include	231417
93-2	Leptonychotes weddellii	taxon	include	195932
93-2	Lobodon carcinophaga	taxon	include	344008
93-2	Mirounga leonina	taxon	include	231413
94-1	Hydrurga leptonyx	taxon	include	231417
94-1	Leptonychotes weddellii	taxon	include	195932
94-1	Lobodon carcinophaga	taxon	include	344008
94-1	Mirounga leonina	taxon	include	231413
94-2	Hydrurga leptonyx	taxon	include	231417
94-2	Leptonychotes weddellii	taxon	include	195932
94-2	Lobodon carcinophaga	taxon	include	344008
94-2	Mirounga leonina	taxon	include	231413
95-1	Hydrurga leptonyx	taxon	include	231417
95-1	Leptonychotes weddellii	taxon	include	195932
95-1	Lobodon carcinophaga	taxon	include	344008
95-1	Mirounga leonina	taxon	include	231413
95-2	Hydrurga leptonyx	taxon	include	231417
95-2	Leptonychotes weddellii	taxon	include	195932
95-2	Lobodon carcinophaga	taxon	include	344008
95-2	Mirounga leonina	taxon	include	231413
96-1	Hydrurga leptonyx	taxon	include	231417
96-1	Leptonychotes weddellii	taxon	include	195932
96-1	Lobodon carcinophaga	taxon	include	344008
96-1	Mirounga leonina	taxon	include	231413
96-2	Hydrurga leptonyx	taxon	include	231417
96-2	Leptonychotes weddellii	taxon	include	195932
96-2	Lobodon carcinophaga	taxon	include	344008
96-2	Mirounga leonina	taxon	include	231413
97-1	Hydrurga leptonyx	taxon	include	231417
97-1	Leptonychotes weddellii	taxon	include	195932
97-1	Lobodon carcinophaga	taxon	include	344008
97-1	Mirounga leonina	taxon	include	231413
97-2	Hydrurga leptonyx	taxon	include	231417
97-2	Leptonychotes weddellii	taxon	include	195932
97-2	Lobodon carcinophaga	taxon	include	344008
97-2	Mirounga leonina	taxon	include	231413
98-1	Hydrurga leptonyx	taxon	include	231417
98-1	Leptonychotes weddellii	taxon	include	195932
98-1	Lobodon carcinophaga	taxon	include	344008
98-1	Mirounga leonina	taxon	include	231413
98-2	Hydrurga leptonyx	taxon	include	231417
98-2	Leptonychotes weddellii	taxon	include	195932
98-2	Lobodon carcinophaga	taxon	include	344008
98-2	Mirounga leonina	taxon	include	231413
99-1	Hydrurga leptonyx	taxon	include	231417
99-1	Leptonychotes weddellii	taxon	include	195932
99-1	Lobodon carcinophaga	taxon	include	344008
99-1	Mirounga leonina	taxon	include	231413
99-2	Hydrurga leptonyx	taxon	include	231417
99-2	Leptonychotes weddellii	taxon	include	195932
99-2	Lobodon carcinophaga	taxon	include	344008
99-2	Mirounga leonina	taxon	include	231413
