eventID	surveyed_pst	decimalLongitude	decimalLatitude	locality	locationRemarks	eventDate	eventRemarks	sampleSizeValue	sampleSizeUnit	dynamicProperties	coordinateUncertaintyInMeters	higherGeography	higherGeographyID	continent	countryCode	geodeticDatum	samplingProtocol	eventClass	eventType	eventProtocolID
51-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2014-12-13		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
52-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2014-12-19		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
52-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2014-12-19		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
53-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2014-12-26		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
53-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2014-12-26		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
54-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-01-02		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
54-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-01-02		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
55-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-01-09		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
55-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-01-09		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
56-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-01-16		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
56-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-01-16		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
57-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-01-23		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
57-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-01-23		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
58-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-01-30		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
58-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-01-30		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
59-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-02-06		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
59-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-02-06		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
60-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-02-13		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
60-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-02-13		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
61-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-02-20		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
61-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-02-20		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
62-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-02-27		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
62-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-02-27		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
63-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-10-31		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
63-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-10-31		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
64-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-11-05		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
64-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-11-05		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
65-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-11-13		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
65-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-11-13		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
66-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-11-20		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
66-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-11-20		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
67-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-11-27		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
67-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-11-27		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
68-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-12-04		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
68-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-12-04		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
69-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-12-11		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
69-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-12-11		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
70-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-12-18		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
70-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-12-18		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
71-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2015-12-25		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
71-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2015-12-25		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
72-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2016-01-01		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
72-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2016-01-01		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
73-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2016-01-09		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
73-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2016-01-09		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
74-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2016-01-15		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
74-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2016-01-15		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
75-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2016-01-22		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
75-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2016-01-22		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
76-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2016-01-29		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
76-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2016-01-29		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
77-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2016-02-05		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
77-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2016-02-05		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
78-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2016-02-12		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
78-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2016-02-12		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
79-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2016-02-19		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
79-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2016-02-19		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
80-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2016-02-26		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
80-2	TRUE	-60.808	-62.4835	Punta San Telmo, Cape Shirreff, Livingston Island	CS-PHOC location Punta San Telmo, on Cape Shirreff	2016-02-26		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
81-1	TRUE	-60.77	-62.47	Cape Shirreff, Livingston Island	CS-PHOC core census locations, on Cape Shirreff	2016-03-04		1	day	{""""research_program"""": """"USAMLR""""}	2650	Antarctica | South Shetland Islands | Cape Shirreff, Livingston Island	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=131551	Antarctica	AQ	EPSG:4326	https://doi.org/10.1038/s41597-024-03744-9	Survey	Survey	CS-PHOC-Census
