observedTaxon	observedTaxonID	organismQuantity	sex	lifeStage	organismQuantityType	surveyTargetID
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	9	female	juvenile	individuals	237-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	male	juvenile	individuals	237-1-195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	male	adult	individual	238-1-344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	female	adult	individuals	238-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	male	adult	individuals	238-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	50	female	juvenile	individuals	238-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	male	juvenile	individuals	238-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	indeterminate	pup	individuals	238-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	30	indeterminate	unknown	individuals	238-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	4	female	adult	individuals	238-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	adult	individual	238-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	238-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	female	juvenile	individuals	238-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	8	male	juvenile	individuals	238-1-195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	female	adult	individual	239-1-344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	female	adult	individuals	239-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	male	adult	individuals	239-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	24	female	juvenile	individuals	239-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	male	juvenile	individuals	239-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	indeterminate	pup	individuals	239-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	15	indeterminate	unknown	individuals	239-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	2	indeterminate	adult	individuals	239-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	female	adult	individuals	239-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	male	adult	individuals	239-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	female	juvenile	individuals	239-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	15	male	juvenile	individuals	239-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	female	adult	individuals	240-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	male	adult	individuals	240-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	female	juvenile	individual	240-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	8	indeterminate	pup	individuals	240-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	indeterminate	unknown	individuals	240-1-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	adult	individual	240-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	female	adult	individuals	241-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	male	adult	individuals	241-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	9	indeterminate	pup	individuals	241-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	indeterminate	unknown	individuals	241-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	female	adult	individual	242-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	male	adult	individuals	242-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	female	juvenile	individuals	242-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	10	male	juvenile	individuals	242-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	10	indeterminate	pup	individuals	242-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	46	indeterminate	unknown	individuals	242-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	indeterminate	adult	individual	242-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	adult	individuals	242-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	male	adult	individuals	242-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	juvenile	individuals	242-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	male	adult	individual	243-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	20	male	juvenile	individuals	243-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	indeterminate	pup	individuals	243-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	17	indeterminate	unknown	individuals	243-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	2	indeterminate	adult	individuals	243-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	female	adult	individuals	243-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	8	male	adult	individuals	243-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	juvenile	individuals	243-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	male	juvenile	individuals	243-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	pup	individual	243-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	female	adult	individual	244-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	male	adult	individuals	244-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	19	male	juvenile	individuals	244-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	indeterminate	pup	individuals	244-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	30	indeterminate	unknown	individuals	244-1-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	7	female	adult	individuals	244-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	244-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	juvenile	individuals	244-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	female	adult	individuals	245-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	male	adult	individuals	245-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	female	juvenile	individual	245-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	male	juvenile	individuals	245-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	indeterminate	pup	individuals	245-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	27	indeterminate	unknown	individuals	245-1-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	adult	individual	245-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	adult	individuals	245-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	12	female	adult	individuals	246-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	8	male	adult	individuals	246-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	19	female	juvenile	individuals	246-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	24	male	juvenile	individuals	246-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	indeterminate	pup	individuals	246-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	71	indeterminate	unknown	individuals	246-1-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	9	female	adult	individuals	246-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	male	adult	individuals	246-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	female	juvenile	individuals	246-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	juvenile	individuals	246-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	21	female	adult	individuals	247-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	11	male	adult	individuals	247-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	15	female	juvenile	individuals	247-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	65	male	juvenile	individuals	247-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	indeterminate	pup	individuals	247-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	69	indeterminate	unknown	individuals	247-1-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	8	female	adult	individuals	247-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	11	male	adult	individuals	247-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	juvenile	individuals	247-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	juvenile	individuals	247-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	pup	individual	247-1-195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	male	adult	individual	248-1-344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	16	female	adult	individuals	248-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	male	adult	individuals	248-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	13	female	juvenile	individuals	248-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	28	male	juvenile	individuals	248-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	68	indeterminate	unknown	individuals	248-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	indeterminate	adult	individual	248-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	adult	individuals	248-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	male	adult	individuals	248-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	248-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	46	female	adult	individuals	249-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	male	adult	individuals	249-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	female	juvenile	individuals	249-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	25	male	juvenile	individuals	249-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	indeterminate	pup	individual	249-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	103	indeterminate	unknown	individuals	249-1-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	female	adult	individuals	249-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	male	adult	individuals	249-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	249-1-195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	male	adult	individual	250-1-344008
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	indeterminate	juvenile	individual	250-1-344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	25	female	adult	individuals	250-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	10	male	adult	individuals	250-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	9	female	juvenile	individuals	250-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	36	male	juvenile	individuals	250-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	indeterminate	pup	individual	250-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	167	indeterminate	unknown	individuals	250-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	adult	individual	250-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	7	female	adult	individuals	250-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	male	adult	individuals	250-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	adult	individual	250-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	juvenile	individuals	250-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	male	juvenile	individuals	250-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	pup	individuals	250-1-195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	female	juvenile	individual	251-1-344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	33	female	adult	individuals	251-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	12	male	adult	individuals	251-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	12	female	juvenile	individuals	251-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	55	male	juvenile	individuals	251-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	148	indeterminate	unknown	individuals	251-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	indeterminate	adult	individual	251-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	19	female	adult	individuals	251-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	14	male	adult	individuals	251-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	indeterminate	adult	individuals	251-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	251-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	indeterminate	pup	individuals	251-1-195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	indeterminate	juvenile	individual	252-1-344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	59	female	adult	individuals	252-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	male	adult	individuals	252-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	54	male	juvenile	individuals	252-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	131	indeterminate	unknown	individuals	252-1-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	13	female	adult	individuals	252-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	10	male	adult	individuals	252-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	indeterminate	adult	individuals	252-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	juvenile	individuals	252-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	juvenile	individuals	252-1-195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	female	juvenile	individual	253-1-344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	77	female	adult	individuals	253-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	male	adult	individuals	253-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	10	female	juvenile	individuals	253-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	15	male	juvenile	individuals	253-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	indeterminate	pup	individuals	253-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	197	indeterminate	unknown	individuals	253-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	3	female	adult	individuals	253-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	9	indeterminate	adult	individuals	253-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	9	female	adult	individuals	253-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	adult	individual	253-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	253-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	111	female	adult	individuals	254-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	male	adult	individuals	254-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	21	female	juvenile	individuals	254-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	male	juvenile	individuals	254-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	138	indeterminate	unknown	individuals	254-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	3	female	adult	individuals	254-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	5	indeterminate	adult	individuals	254-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	11	female	adult	individuals	254-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	male	adult	individuals	254-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	female	juvenile	individuals	254-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	male	juvenile	individuals	254-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	indeterminate	pup	individuals	254-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	238	female	adult	individuals	255-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	23	female	juvenile	individuals	255-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	10	male	juvenile	individuals	255-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	indeterminate	pup	individual	255-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	8	indeterminate	unknown	individuals	255-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	7	female	adult	individuals	255-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	5	indeterminate	adult	individuals	255-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	7	female	adult	individuals	255-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	male	adult	individuals	255-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	255-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	97	female	adult	individuals	256-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	female	juvenile	individuals	256-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	male	juvenile	individuals	256-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	indeterminate	pup	individual	256-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	46	indeterminate	unknown	individuals	256-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	adult	individual	256-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	indeterminate	adult	individual	256-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	adult	individuals	256-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	256-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	juvenile	individuals	256-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	256-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	15	female	adult	individuals	257-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	male	adult	individuals	257-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	25	female	juvenile	individuals	257-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	male	juvenile	individuals	257-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	indeterminate	pup	individuals	257-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	135	indeterminate	unknown	individuals	257-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	adult	individual	257-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	indeterminate	adult	individual	257-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	adult	individuals	257-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	257-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	juvenile	individuals	257-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	juvenile	individuals	257-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	17	female	adult	individuals	258-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	female	juvenile	individuals	258-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	18	male	juvenile	individuals	258-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	indeterminate	pup	individuals	258-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	70	indeterminate	unknown	individuals	258-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	indeterminate	adult	individual	258-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	adult	individual	258-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	male	adult	individuals	258-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	female	juvenile	individuals	258-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	8	male	juvenile	individuals	258-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	pup	individual	258-1-195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	male	juvenile	individual	259-1-344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	female	adult	individuals	259-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	female	juvenile	individual	259-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	11	male	juvenile	individuals	259-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	19	indeterminate	pup	individuals	259-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	59	indeterminate	unknown	individuals	259-1-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	female	adult	individuals	259-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	259-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	259-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	pup	individuals	259-1-195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	2	male	juvenile	individuals	260-1-344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	8	female	adult	individuals	260-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	male	adult	individuals	260-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	8	female	juvenile	individuals	260-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	14	male	juvenile	individuals	260-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	indeterminate	pup	individuals	260-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	113	indeterminate	unknown	individuals	260-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	adult	individual	260-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	8	female	adult	individuals	260-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	7	male	adult	individuals	260-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	adult	individuals	260-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	260-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	260-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	pup	individuals	260-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	12	female	adult	individuals	261-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	17	female	juvenile	individuals	261-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	male	juvenile	individuals	261-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	indeterminate	pup	individuals	261-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	148	indeterminate	unknown	individuals	261-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	adult	individual	261-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	adult	individuals	261-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	male	adult	individuals	261-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	juvenile	individuals	261-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	261-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	pup	individual	261-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	22	female	adult	individuals	262-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	53	female	juvenile	individuals	262-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	15	male	juvenile	individuals	262-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	indeterminate	pup	individuals	262-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	98	indeterminate	unknown	individuals	262-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	2	female	adult	individuals	262-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	adult	individuals	262-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	male	adult	individuals	262-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	262-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	262-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	262-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	38	female	adult	individuals	263-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	35	female	juvenile	individuals	263-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	male	juvenile	individuals	263-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	177	indeterminate	unknown	individuals	263-1-231413
